Radius,Coil_diameter,Pitch_angle,Pitch_length,Number_of_turns,Total_length,Stress,Strain,Young_modulus
22.2568859817102,8.07270897418522,8.99660788899706,22.1406488113876,1.67092487790023,36.9953609117996,6.09,2.9508,1.36510865082458
16.9639365944472,7.06247921219074,10.1916838245782,19.1621574982378,2.21342111596466,42.4139240340403,8.26356534138283,2.53486760578933,2.67232481391662
4.8784084929048,3.05895861884234,12.8306114497329,6.98117477713896,1.82091967811545,12.7121585280556,11.0841756218855,1.16754185477689,7.12735184901756
2.30750696079377,1.14117106970149,5.21994132610265,1.32455433871499,93.7661636285263,124.198378858824,71.1913618545191,0.107649514400036,627.824193054192
2.57880518509704,3.14737143564776,52.0293896737236,20.7609779260637,7.01265862322362,145.589650879766,49.5839384060143,0.108003635843527,450.020107731059
13.7182703121142,6.05807152186508,13.7386406371564,21.0735328171224,2.73959788139529,57.7330058593025,8.2659652631666,1.75693841770114,3.71300553953895
4.35431352480787,5.51996396145566,39.0104933833882,22.1631455551086,2.9857599109381,66.1738314987293,23.3630084725856,0.236143147172403,100.56660713636
15.6782373133142,7.56079808443307,21.1588194326948,38.127796360665,2.2127574806475,84.3675666176662,11.3280775700228,1.06952604964618,9.00277337315089
6.77055246173812,6.42276852378678,26.6010093301041,21.303700853621,2.54796929084605,54.281175556397,15.0602210620255,0.475045370090839,27.4727475546097
4.04411709930307,4.82416255875999,37.8271935644505,19.7292909667571,3.46268573231397,68.3163343392607,21.6762229342632,0.294009752244378,67.5269723919781
3.96521191193364,5.20931894991315,62.228951331959,47.3118432342045,3.10948473243047,147.115454199903,43.4011157307672,0.140447200012475,272.485339066667
15.6114410293893,6.77310650322313,8.31983107654095,14.3443965440471,2.1167725016446,30.3638241571246,5.51452514406351,2.46719814467098,1.70289224173859
16.3272936687541,6.46393362914372,9.90811044258495,17.9193338682624,2.34130917194344,41.9547007408793,6.29121214497565,2.20175502039041,2.17577557467993
5.28592017258042,7.48584594131472,45.5989603637904,33.9141714897378,4.29316774612331,145.599227176237,27.6559197417843,0.230021345793443,117.873284692268
4.72875551614236,6.25086657936851,37.8755130386811,23.1094995127214,2.92191974646904,67.5241029572374,21.3867181151979,0.249785277140058,86.2800480957659
15.0954704380062,8.26476869624495,14.3103154416474,24.1945463216994,2.53692175309075,61.379670869681,8.46728725561372,1.47955663675246,5.01959307420766
3.1753692712065,4.99289109279779,44.1369985447034,19.3592822429286,3.90553804730461,75.6084133682661,30.6283013731496,0.227064876369363,130.715200073893
4.01992196040824,4.38679648912957,62.5120348574397,48.5448956584385,3.04395169722806,147.768317531263,43.0199466097988,0.135447888785522,302.408815512492
13.9448012141783,7.86963184229791,23.3909792569805,37.8992180669796,2.06294310279433,78.1839305125739,11.2506701325586,0.82130097325941,11.5770851298758
1.99405040516151,0.937463542246655,2.36364838044564,0.517157353443086,232.014256012294,119.987878600385,66.537429728092,0.103237405013809,562.267264882652
12.8678739221714,8.85106326130083,24.9519727723744,37.6190741329526,2.85247226748018,107.307365692528,11.4740259391479,0.739163679536176,13.4421138341914
2.71037645351141,4.69268898942114,47.0834428423233,18.3156277813195,4.26379540762475,78.0940896217545,33.6888826787617,0.176198852001102,183.00263432577
13.6394539015993,7.14906082279492,22.4458247961429,35.4028803336726,2.160357457145,76.4828765332615,11.2217270867004,0.865242929513262,10.224256996041
3.71533595340502,5.64621900808969,43.0409682460777,21.799994229827,3.25704759063185,71.0036186820462,30.8579520271365,0.189505683977436,163.183611371078
9.78792954089753,6.76458118868232,23.8898008871871,27.2396756797661,2.31776966886714,63.1352940803398,11.6688392553029,0.708782238887571,14.9245188115636
21.9766756824024,8.81221611633707,7.26948160812579,17.6141560299217,1.81720874593907,32.008598389909,3.95141799175449,2.41036099137519,1.06126594402627
15.6395483884591,7.0393457298462,8.7692451885443,15.1584022693719,2.13903835533409,32.4244038597698,5.10811699234788,2.13730177590295,1.73798663037323
17.5348112498107,6.21885307022741,13.2183358378765,25.8783888234531,1.29338820110286,33.4708027678064,7.11989261299353,1.47433998559945,3.25557803740576
13.4946496974465,7.53153621486116,22.9002206322723,35.81682313449,2.19004662463864,78.4405126109691,10.9962756439737,0.820917170240136,11.2368742802027
13.0309539293153,8.7578129988793,18.5505362143924,27.4756174420832,2.63041415344416,72.272252994273,9.49375679452853,1.00380540060052,7.45779592061049
